Run,Beta1,Overlap,Blocksize,Checkpoint,Mean,Median,Std
experimental_run_50,0.5,20,256,final time and size,444577.53636981646,444577.53636981646,
experimental_run_50,0.5,20,256,further cooling,64225.16077498301,64225.16077498301,
experimental_run_50,0.5,20,256,global Annealing,45415.648878314074,45415.648878314074,
experimental_run_50,0.5,20,256,some more cooling,8911.071380013596,8911.071380013596,
experimental_run_50,0.5,20,256,thermalizing_after_loops,5162.692386131883,5162.692386131883,
experimental_run_50,0.5,20,256,thermalizing_between_loops,59395.93983684568,59395.93983684568,
experimental_run_50,0.5,20,512,Annealing_in_blocks,50649.36276193748,50649.36276193748,
experimental_run_50,0.5,20,512,collapsing outliers,891.6736516660941,891.6736516660941,
experimental_run_50,0.5,20,512,eliminating insignificant (purge),160502.3156990725,160502.3156990725,
experimental_run_50,0.5,20,512,final time and size,427243.4675369289,427243.4675369289,
experimental_run_50,0.5,20,512,further cooling,63384.30264513913,63384.30264513913,
experimental_run_50,0.5,20,512,global Annealing,45322.85434558571,45322.85434558571,
experimental_run_50,0.5,20,512,some more cooling,8007.574373067674,8007.574373067674,
experimental_run_50,0.5,20,512,thermalizing_after_loops,4870.610786671247,4870.610786671247,
experimental_run_50,0.5,20,512,thermalizing_between_loops,33006.64685675026,33006.64685675026,
experimental_run_50,0.5,20,1024,Annealing_in_blocks,84982.03903095558,84982.03903095558,
experimental_run_50,0.5,20,1024,collapsing outliers,855.6100269179004,855.6100269179004,
experimental_run_50,0.5,20,1024,eliminating insignificant (purge),169393.93438761777,169393.93438761777,
experimental_run_50,0.5,20,1024,final time and size,472221.30888290715,472221.30888290715,
experimental_run_50,0.5,20,1024,further cooling,70878.64199192463,70878.64199192463,
experimental_run_50,0.5,20,1024,global Annealing,49875.52086137281,49875.52086137281,
experimental_run_50,0.5,20,1024,some more cooling,8147.912180349933,8147.912180349933,
experimental_run_50,0.5,20,1024,thermalizing_after_loops,5078.996298788695,5078.996298788695,
experimental_run_50,0.5,20,1024,thermalizing_between_loops,21859.55383580081,21859.55383580081,
experimental_run_50,0.5,20,2048,Annealing_in_blocks,147999.27521079258,147999.27521079258,
experimental_run_50,0.5,20,2048,collapsing outliers,868.6590219224283,868.6590219224283,
experimental_run_50,0.5,20,2048,eliminating insignificant (purge),160190.73625632378,160190.73625632378,
experimental_run_50,0.5,20,2048,final time and size,531659.7777403035,531659.7777403035,
experimental_run_50,0.5,20,2048,further cooling,79320.04350758853,79320.04350758853,
experimental_run_50,0.5,20,2048,global Annealing,51397.208094435075,51397.208094435075,
experimental_run_50,0.5,20,2048,some more cooling,8350.248566610455,8350.248566610455,
experimental_run_50,0.5,20,2048,thermalizing_after_loops,5234.878583473862,5234.878583473862,
experimental_run_50,0.5,20,2048,thermalizing_between_loops,16129.240809443507,16129.240809443507,
experimental_run_50,0.5,30,256,Annealing_in_blocks,38775.48310810811,38775.48310810811,
experimental_run_50,0.5,30,256,collapsing outliers,1040.8760135135135,1040.8760135135135,
experimental_run_50,0.5,30,256,eliminating insignificant (purge),191998.2766891892,191998.2766891892,
experimental_run_50,0.5,30,256,final time and size,480731.5962837838,480731.5962837838,
experimental_run_50,0.5,30,256,further cooling,61065.27804054054,61065.27804054054,
experimental_run_50,0.5,30,256,global Annealing,44630.68918918919,44630.68918918919,
experimental_run_50,0.5,30,256,some more cooling,8322.59358108108,8322.59358108108,
experimental_run_50,0.5,30,256,thermalizing_after_loops,5015.878716216216,5015.878716216216,
experimental_run_50,0.5,30,256,thermalizing_between_loops,66038.67837837838,66038.67837837838,
experimental_run_50,0.5,30,512,Annealing_in_blocks,61827.350912106136,61827.350912106136,
experimental_run_50,0.5,30,512,collapsing outliers,1095.4941956882255,1095.4941956882255,
experimental_run_50,0.5,30,512,eliminating insignificant (purge),232643.5728026534,232643.5728026534,
experimental_run_50,0.5,30,512,final time and size,537899.5927031509,537899.5927031509,
experimental_run_50,0.5,30,512,further cooling,68551.8288557214,68551.8288557214,
experimental_run_50,0.5,30,512,global Annealing,52108.603980099506,52108.603980099506,
experimental_run_50,0.5,30,512,some more cooling,8624.402653399668,8624.402653399668,
experimental_run_50,0.5,30,512,thermalizing_after_loops,5455.549253731343,5455.549253731343,
experimental_run_50,0.5,30,512,thermalizing_between_loops,40274.45373134328,40274.45373134328,
experimental_run_50,0.5,30,1024,Annealing_in_blocks,99252.68434839555,99252.68434839555,
experimental_run_50,0.5,30,1024,collapsing outliers,1094.1018336607729,1094.1018336607729,
experimental_run_50,0.5,30,1024,eliminating insignificant (purge),232932.22429600524,232932.22429600524,
experimental_run_50,0.5,30,1024,final time and size,570902.2151277014,570902.2151277014,
experimental_run_50,0.5,30,1024,further cooling,74729.38899803537,74729.38899803537,
experimental_run_50,0.5,30,1024,global Annealing,55361.48592010478,55361.48592010478,
experimental_run_50,0.5,30,1024,some more cooling,8601.475769482646,8601.475769482646,
experimental_run_50,0.5,30,1024,thermalizing_after_loops,6211.097904387689,6211.097904387689,
experimental_run_50,0.5,30,1024,thermalizing_between_loops,27778.351997380483,27778.351997380483,
experimental_run_50,0.5,30,2048,Annealing_in_blocks,176805.39715608465,176805.39715608465,
experimental_run_50,0.5,30,2048,collapsing outliers,1101.6094576719577,1101.6094576719577,
experimental_run_50,0.5,30,2048,eliminating insignificant (purge),227274.83035714287,227274.83035714287,
experimental_run_50,0.5,30,2048,final time and size,652621.4024470899,652621.4024470899,
experimental_run_50,0.5,30,2048,further cooling,83874.62367724867,83874.62367724867,
experimental_run_50,0.5,30,2048,global Annealing,60381.148148148146,60381.148148148146,
experimental_run_50,0.5,30,2048,some more cooling,9315.770833333334,9315.770833333334,
experimental_run_50,0.5,30,2048,thermalizing_after_loops,6824.978174603175,6824.978174603175,
experimental_run_50,0.5,30,2048,thermalizing_between_loops,19917.448743386245,19917.448743386245,
experimental_run_50,0.5,40,256,Annealing_in_blocks,45930.76839326955,45930.76839326955,
experimental_run_50,0.5,40,256,collapsing outliers,1184.8261299901023,1184.8261299901023,
experimental_run_50,0.5,40,256,eliminating insignificant (purge),277876.60376113496,277876.60376113496,
experimental_run_50,0.5,40,256,final time and size,600393.7829099307,600393.7829099307,
experimental_run_50,0.5,40,256,further cooling,65080.452655889145,65080.452655889145,
experimental_run_50,0.5,40,256,global Annealing,49040.04684922468,49040.04684922468,
experimental_run_50,0.5,40,256,some more cooling,8454.564500164963,8454.564500164963,
experimental_run_50,0.5,40,256,thermalizing_after_loops,5320.240844605741,5320.240844605741,
experimental_run_50,0.5,40,256,thermalizing_between_loops,80576.12966017817,80576.12966017817,
experimental_run_50,0.5,40,512,Annealing_in_blocks,70805.90212765957,70805.90212765957,
experimental_run_50,0.5,40,512,collapsing outliers,1329.7178396072013,1329.7178396072013,
experimental_run_50,0.5,40,512,eliminating insignificant (purge),322319.3718494272,322319.3718494272,
experimental_run_50,0.5,40,512,final time and size,656289.0893617021,656289.0893617021,
experimental_run_50,0.5,40,512,further cooling,71662.83535188215,71662.83535188215,
experimental_run_50,0.5,40,512,global Annealing,56094.709001636664,56094.709001636664,
experimental_run_50,0.5,40,512,some more cooling,8642.358101472995,8642.358101472995,
experimental_run_50,0.5,40,512,thermalizing_after_loops,6107.893617021276,6107.893617021276,
experimental_run_50,0.5,40,512,thermalizing_between_loops,50395.80360065467,50395.80360065467,
experimental_run_50,0.5,40,1024,Annealing_in_blocks,119862.50590551182,119862.50590551182,
experimental_run_50,0.5,40,1024,collapsing outliers,1406.4694881889764,1406.4694881889764,
experimental_run_50,0.5,40,1024,eliminating insignificant (purge),344057.75459317584,344057.75459317584,
experimental_run_50,0.5,40,1024,final time and size,738035.404855643,738035.404855643,
experimental_run_50,0.5,40,1024,further cooling,82638.23293963255,82638.23293963255,
experimental_run_50,0.5,40,1024,global Annealing,64013.49278215223,64013.49278215223,
experimental_run_50,0.5,40,1024,some more cooling,9490.05872703412,9490.05872703412,
experimental_run_50,0.5,40,1024,thermalizing_after_loops,7841.506889763779,7841.506889763779,
experimental_run_50,0.5,40,1024,thermalizing_between_loops,38340.726706036745,38340.726706036745,
experimental_run_50,0.5,40,2048,Annealing_in_blocks,205529.48965517242,205529.48965517242,
experimental_run_50,0.5,40,2048,collapsing outliers,1480.695566502463,1480.695566502463,
experimental_run_50,0.5,40,2048,eliminating insignificant (purge),335217.4489326765,335217.4489326765,
experimental_run_50,0.5,40,2048,final time and size,821897.5950738916,821897.5950738916,
experimental_run_50,0.5,40,2048,further cooling,91403.62824302135,91403.62824302135,
experimental_run_50,0.5,40,2048,global Annealing,70750.93431855501,70750.93431855501,
experimental_run_50,0.5,40,2048,some more cooling,10373.285057471265,10373.285057471265,
experimental_run_50,0.5,40,2048,thermalizing_after_loops,8974.101806239738,8974.101806239738,
experimental_run_50,0.5,40,2048,thermalizing_between_loops,26393.70049261084,26393.70049261084,
experimental_run_50,0.5,50,256,Annealing_in_blocks,56551.70104438642,56551.70104438642,
experimental_run_50,0.5,50,256,collapsing outliers,1492.130548302872,1492.130548302872,
experimental_run_50,0.5,50,256,eliminating insignificant (purge),435219.4046997389,435219.4046997389,
experimental_run_50,0.5,50,256,final time and size,817835.3665143603,817835.3665143603,
experimental_run_50,0.5,50,256,further cooling,74149.87140992167,74149.87140992167,
experimental_run_50,0.5,50,256,global Annealing,55583.33746736292,55583.33746736292,
experimental_run_50,0.5,50,256,some more cooling,8881.82049608355,8881.82049608355,
experimental_run_50,0.5,50,256,thermalizing_after_loops,6183.08681462141,6183.08681462141,
experimental_run_50,0.5,50,256,thermalizing_between_loops,106557.66808093995,106557.66808093995,
experimental_run_50,0.5,50,512,Annealing_in_blocks,85538.54586857515,85538.54586857515,
experimental_run_50,0.5,50,512,collapsing outliers,1666.7065712426806,1666.7065712426806,
experimental_run_50,0.5,50,512,eliminating insignificant (purge),499275.49186727393,499275.49186727393,
experimental_run_50,0.5,50,512,final time and size,897106.3939492517,897106.3939492517,
experimental_run_50,0.5,50,512,further cooling,84949.09596616786,84949.09596616786,
experimental_run_50,0.5,50,512,global Annealing,64863.87443070918,64863.87443070918,
experimental_run_50,0.5,50,512,some more cooling,9185.58783344177,9185.58783344177,
experimental_run_50,0.5,50,512,thermalizing_after_loops,8179.25992192583,8179.25992192583,
experimental_run_50,0.5,50,512,thermalizing_between_loops,71792.12264150943,71792.12264150943,
experimental_run_50,0.5,50,1024,Annealing_in_blocks,140860.37415185783,140860.37415185783,
experimental_run_50,0.5,50,1024,collapsing outliers,1885.3505654281098,1885.3505654281098,
experimental_run_50,0.5,50,1024,eliminating insignificant (purge),535785.8429725363,535785.8429725363,
experimental_run_50,0.5,50,1024,final time and size,1000372.1447495961,1000372.1447495961,
experimental_run_50,0.5,50,1024,further cooling,98087.25815831988,98087.25815831988,
experimental_run_50,0.5,50,1024,global Annealing,74952.91082390954,74952.91082390954,
experimental_run_50,0.5,50,1024,some more cooling,10360.557673667205,10360.557673667205,
experimental_run_50,0.5,50,1024,thermalizing_after_loops,10842.925686591276,10842.925686591276,
experimental_run_50,0.5,50,1024,thermalizing_between_loops,56319.410339256865,56319.410339256865,
experimental_run_50,0.5,50,2048,Annealing_in_blocks,232303.77612423163,232303.77612423163,
experimental_run_50,0.5,50,2048,collapsing outliers,1993.50274991912,1993.50274991912,
experimental_run_50,0.5,50,2048,eliminating insignificant (purge),533260.8628275639,533260.8628275639,
experimental_run_50,0.5,50,2048,final time and size,1091324.68812682,1091324.68812682,
experimental_run_50,0.5,50,2048,further cooling,105973.15043675186,105973.15043675186,
experimental_run_50,0.5,50,2048,global Annealing,83812.29699126496,83812.29699126496,
experimental_run_50,0.5,50,2048,some more cooling,11845.32481397606,11845.32481397606,
experimental_run_50,0.5,50,2048,thermalizing_after_loops,12439.302814623099,12439.302814623099,
experimental_run_50,0.5,50,2048,thermalizing_between_loops,38261.01585247493,38261.01585247493,
experimental_run_51,0.01,0,256,Annealing_in_blocks,27118.703281982587,27118.703281982587,
experimental_run_51,0.01,0,256,collapsing outliers,825.540187541862,825.540187541862,
experimental_run_51,0.01,0,256,eliminating insignificant (purge),120269.56630944407,120269.56630944407,
experimental_run_51,0.01,0,256,final time and size,359863.439383791,359863.439383791,
experimental_run_51,0.01,0,256,further cooling,62275.56095110516,62275.56095110516,
experimental_run_51,0.01,0,256,global Annealing,42822.96182183523,42822.96182183523,
experimental_run_51,0.01,0,256,some more cooling,8325.648359008706,8325.648359008706,
experimental_run_51,0.01,0,256,thermalizing_after_loops,4637.457468184863,4637.457468184863,
experimental_run_51,0.01,0,256,thermalizing_between_loops,29463.523777628936,29463.523777628936,
experimental_run_51,0.01,0,512,Annealing_in_blocks,40999.31227014377,40999.31227014377,
experimental_run_51,0.01,0,512,collapsing outliers,753.5419592109662,753.5419592109662,
experimental_run_51,0.01,0,512,eliminating insignificant (purge),118115.62153126045,118115.62153126045,
experimental_run_51,0.01,0,512,final time and size,370015.2567703109,370015.2567703109,
experimental_run_51,0.01,0,512,further cooling,66902.04613841524,66902.04613841524,
experimental_run_51,0.01,0,512,global Annealing,44226.61651621531,44226.61651621531,
experimental_run_51,0.01,0,512,some more cooling,8230.83985289201,8230.83985289201,
experimental_run_51,0.01,0,512,thermalizing_after_loops,4559.602139752591,4559.602139752591,
experimental_run_51,0.01,0,512,thermalizing_between_loops,22241.849214309594,22241.849214309594,
experimental_run_51,0.01,0,1024,Annealing_in_blocks,73075.16937354988,73075.16937354988,
experimental_run_51,0.01,0,1024,collapsing outliers,743.2011932383163,743.2011932383163,
experimental_run_51,0.01,0,1024,eliminating insignificant (purge),124216.6211468346,124216.6211468346,
experimental_run_51,0.01,0,1024,final time and size,427447.09048723895,427447.09048723895,
experimental_run_51,0.01,0,1024,further cooling,80042.69141531322,80042.69141531322,
experimental_run_51,0.01,0,1024,global Annealing,48979.41465031488,48979.41465031488,
experimental_run_51,0.01,0,1024,some more cooling,8697.75174013921,8697.75174013921,
experimental_run_51,0.01,0,1024,thermalizing_after_loops,4814.89592310242,4814.89592310242,
experimental_run_51,0.01,0,1024,thermalizing_between_loops,18496.509446470005,18496.509446470005,
experimental_run_51,0.01,0,2048,Annealing_in_blocks,118520.10107095046,118520.10107095046,
experimental_run_51,0.01,0,2048,collapsing outliers,649.623828647925,649.623828647925,
experimental_run_51,0.01,0,2048,eliminating insignificant (purge),114853.45883534137,114853.45883534137,
experimental_run_51,0.01,0,2048,final time and size,459591.1673360107,459591.1673360107,
experimental_run_51,0.01,0,2048,further cooling,88143.47054886211,88143.47054886211,
experimental_run_51,0.01,0,2048,global Annealing,48120.791164658636,48120.791164658636,
experimental_run_51,0.01,0,2048,some more cooling,8341.937751004016,8341.937751004016,
experimental_run_51,0.01,0,2048,thermalizing_after_loops,4144.9859437751,4144.9859437751,
experimental_run_51,0.01,0,2048,thermalizing_between_loops,14500.367804551539,14500.367804551539,
experimental_run_51,0.01,10,256,Annealing_in_blocks,31144.69871794872,31144.69871794872,
experimental_run_51,0.01,10,256,collapsing outliers,911.3549257759784,911.3549257759784,
experimental_run_51,0.01,10,256,eliminating insignificant (purge),129448.5350877193,129448.5350877193,
experimental_run_51,0.01,10,256,final time and size,389591.6646423752,389591.6646423752,
experimental_run_51,0.01,10,256,further cooling,62526.11707152497,62526.11707152497,
experimental_run_51,0.01,10,256,global Annealing,43150.87449392713,43150.87449392713,
experimental_run_51,0.01,10,256,some more cooling,8659.820175438597,8659.820175438597,
experimental_run_51,0.01,10,256,thermalizing_after_loops,4857.750674763833,4857.750674763833,
experimental_run_51,0.01,10,256,thermalizing_between_loops,44909.13596491228,44909.13596491228,
experimental_run_51,0.01,10,512,Annealing_in_blocks,47317.91459680163,47317.91459680163,
experimental_run_51,0.01,10,512,collapsing outliers,846.5552909152773,846.5552909152773,
experimental_run_51,0.01,10,512,eliminating insignificant (purge),131959.54576386526,131959.54576386526,
experimental_run_51,0.01,10,512,final time and size,401706.74991493707,401706.74991493707,
experimental_run_51,0.01,10,512,further cooling,66573.47431099013,66573.47431099013,
experimental_run_51,0.01,10,512,global Annealing,45122.843484178295,45122.843484178295,
experimental_run_51,0.01,10,512,some more cooling,8591.549166383124,8591.549166383124,
experimental_run_51,0.01,10,512,thermalizing_after_loops,4883.196325280708,4883.196325280708,
experimental_run_51,0.01,10,512,thermalizing_between_loops,32043.64579789044,32043.64579789044,
experimental_run_51,0.01,10,1024,Annealing_in_blocks,81523.90188434048,81523.90188434048,
experimental_run_51,0.01,10,1024,collapsing outliers,791.9691358024692,791.9691358024692,
experimental_run_51,0.01,10,1024,eliminating insignificant (purge),142780.1205328135,142780.1205328135,
experimental_run_51,0.01,10,1024,final time and size,454881.05620532815,454881.05620532815,
experimental_run_51,0.01,10,1024,further cooling,76863.52664067576,76863.52664067576,
experimental_run_51,0.01,10,1024,global Annealing,50008.243664717345,50008.243664717345,
experimental_run_51,0.01,10,1024,some more cooling,8830.765107212475,8830.765107212475,
experimental_run_51,0.01,10,1024,thermalizing_after_loops,4971.791098115659,4971.791098115659,
experimental_run_51,0.01,10,1024,thermalizing_between_loops,21905.508447043536,21905.508447043536,
experimental_run_51,0.01,10,2048,Annealing_in_blocks,137238.42716535434,137238.42716535434,
experimental_run_51,0.01,10,2048,collapsing outliers,741.757874015748,741.757874015748,
experimental_run_51,0.01,10,2048,eliminating insignificant (purge),133977.9468503937,133977.9468503937,
experimental_run_51,0.01,10,2048,final time and size,497287.281167979,497287.281167979,
experimental_run_51,0.01,10,2048,further cooling,83277.0403543307,83277.0403543307,
experimental_run_51,0.01,10,2048,global Annealing,49955.99737532809,49955.99737532809,
experimental_run_51,0.01,10,2048,some more cooling,8453.343503937007,8453.343503937007,
experimental_run_51,0.01,10,2048,thermalizing_after_loops,4593.23720472441,4593.23720472441,
experimental_run_51,0.01,10,2048,thermalizing_between_loops,14885.166010498688,14885.166010498688,
experimental_run_51,0.01,20,256,Annealing_in_blocks,34199.79788289779,34199.79788289779,
experimental_run_51,0.01,20,256,collapsing outliers,926.2808468408865,926.2808468408865,
experimental_run_51,0.01,20,256,eliminating insignificant (purge),145880.49421104862,145880.49421104862,
experimental_run_51,0.01,20,256,final time and size,415029.72080714523,415029.72080714523,
experimental_run_51,0.01,20,256,further cooling,59953.8339397949,59953.8339397949,
experimental_run_51,0.01,20,256,global Annealing,42261.01620906384,42261.01620906384,
experimental_run_51,0.01,20,256,some more cooling,8408.493549454184,8408.493549454184,
experimental_run_51,0.01,20,256,thermalizing_after_loops,4819.785643400595,4819.785643400595,
experimental_run_51,0.01,20,256,thermalizing_between_loops,55412.46840886537,55412.46840886537,
experimental_run_51,0.01,20,512,Annealing_in_blocks,52316.354396522904,52316.354396522904,
experimental_run_51,0.01,20,512,collapsing outliers,929.8244734202608,929.8244734202608,
experimental_run_51,0.01,20,512,eliminating insignificant (purge),166357.8475426279,166357.8475426279,
experimental_run_51,0.01,20,512,final time and size,443047.72584419925,443047.72584419925,
experimental_run_51,0.01,20,512,further cooling,65100.30090270813,65100.30090270813,
experimental_run_51,0.01,20,512,global Annealing,46876.07790036777,46876.07790036777,
experimental_run_51,0.01,20,512,some more cooling,8361.391842193247,8361.391842193247,
experimental_run_51,0.01,20,512,thermalizing_after_loops,4983.454028752925,4983.454028752925,
experimental_run_51,0.01,20,512,thermalizing_between_loops,34220.78569040455,34220.78569040455,
experimental_run_51,0.01,20,1024,Annealing_in_blocks,84747.81681386981,84747.81681386981,
experimental_run_51,0.01,20,1024,collapsing outliers,855.8639188747138,855.8639188747138,
experimental_run_51,0.01,20,1024,eliminating insignificant (purge),166422.57278377493,166422.57278377493,
experimental_run_51,0.01,20,1024,final time and size,468740.4739941119,468740.4739941119,
experimental_run_51,0.01,20,1024,further cooling,69470.91920183186,69470.91920183186,
experimental_run_51,0.01,20,1024,global Annealing,49108.23127248937,49108.23127248937,
experimental_run_51,0.01,20,1024,some more cooling,8111.730781812234,8111.730781812234,
experimental_run_51,0.01,20,1024,thermalizing_after_loops,5039.074255806346,5039.074255806346,
experimental_run_51,0.01,20,1024,thermalizing_between_loops,21461.65685312398,21461.65685312398,
experimental_run_51,0.01,20,2048,Annealing_in_blocks,153437.23778501627,153437.23778501627,
experimental_run_51,0.01,20,2048,collapsing outliers,848.6941368078176,848.6941368078176,
experimental_run_51,0.01,20,2048,eliminating insignificant (purge),166371.0296416938,166371.0296416938,
experimental_run_51,0.01,20,2048,final time and size,555026.4446254071,555026.4446254071,
experimental_run_51,0.01,20,2048,further cooling,82231.77459283387,82231.77459283387,
experimental_run_51,0.01,20,2048,global Annealing,53124.798371335506,53124.798371335506,
experimental_run_51,0.01,20,2048,some more cooling,8643.91986970684,8643.91986970684,
experimental_run_51,0.01,20,2048,thermalizing_after_loops,5366.328990228013,5366.328990228013,
experimental_run_51,0.01,20,2048,thermalizing_between_loops,16739.871335504886,16739.871335504886,
experimental_run_51,0.01,30,256,Annealing_in_blocks,41115.3981975968,41115.3981975968,
experimental_run_51,0.01,30,256,collapsing outliers,1085.004005340454,1085.004005340454,
experimental_run_51,0.01,30,256,eliminating insignificant (purge),202376.53070761016,202376.53070761016,
experimental_run_51,0.01,30,256,final time and size,508575.97863818426,508575.97863818426,
experimental_run_51,0.01,30,256,further cooling,63935.299399198935,63935.299399198935,
experimental_run_51,0.01,30,256,global Annealing,46939.6932576769,46939.6932576769,
experimental_run_51,0.01,30,256,some more cooling,8818.7303070761,8818.7303070761,
experimental_run_51,0.01,30,256,thermalizing_after_loops,5272.214953271028,5272.214953271028,
